s,ID do jogador,Apelido,Agente,NLH,MTT,PLO6,Total,NLH,MTT,PLO6,Jogo_Fav,PROFIT/LOSS
23/02/2026,188964,…….,PIXPOKER,0,0,"20,2"," R$  20,20 ","0,00%","0,00%","100,00%",PLO6,-92
23/02/2026,190813,lapiada,PIXPOKER,"8,25",0,"77,21"," R$  85,46 ","9,65%","0,00%","90,35%",PLO6,-553
23/02/2026,146006,VERDADEIROMITO,PIXPOKER,"138,76",5,0," R$  143,76 ","96,52%","3,48%","0,00%",NLH,-79
23/02/2026,100346,DeinhAA,PIXPOKER,0,0,"42,18"," R$  42,18 ","0,00%","0,00%","100,00%",PLO6,-152
23/02/2026,112569,LNI23,PIXPOKER,"10,55",1,"36,06"," R$  47,61 ","22,16%","2,10%","75,74%",PLO6,-257
23/02/2026,147160,bilocapoker,PIXPOKER,"3,85","0,5","160,49"," R$  164,84 ","2,34%","0,30%","97,36%",PLO6,-524
23/02/2026,170374,VTNC........,PIXPOKER,0,177,0," R$  177,00 ","0,00%","100,00%","0,00%",MTT,-760
23/02/2026,129800,Tferrei,PIXPOKER,0,"26,6","10,37"," R$  36,97 ","0,00%","71,95%","28,05%",MTT,-283
23/02/2026,190877,V20??,PIXPOKER,"0,88",17,0," R$  17,88 ","4,92%","95,08%","0,00%",MTT,301
23/02/2026,102054,quero jogo,PIXPOKER,"13,23",0,"234,33"," R$  247,56 ","5,34%","0,00%","94,66%",PLO6,-1.050
23/02/2026,110016,? Fantasma ?,PIXPOKER,0,0,"42,7"," R$  42,70 ","0,00%","0,00%","100,00%",PLO6,217
23/02/2026,126452,Brunov86,PIXPOKER,0,0,"345,06"," R$  345,06 ","0,00%","0,00%","100,00%",PLO6,-549
23/02/2026,192836,guizin777,PIXPOKER,0,"0,8","18,16"," R$  18,96 ","0,00%","4,22%","95,78%",PLO6,-90
23/02/2026,148966,pix148966,PIXPOKER,0,0,"106,28"," R$  106,28 ","0,00%","0,00%","100,00%",PLO6,-89
23/02/2026,159833,bosconauta,PIXPOKER,0,0,"1,88"," R$  1,88 ","0,00%","0,00%","100,00%",PLO6,-26
23/02/2026,190412,Pererestm,PIXPOKER,0,"0,1","21,65"," R$  21,75 ","0,00%","0,46%","99,54%",PLO6,-177
23/02/2026,129424,KidMoney,PIXPOKER,0,42,0," R$  42,00 ","0,00%","100,00%","0,00%",MTT,-240
23/02/2026,130831,SnAAcK,PIXPOKER,0,"116,6",0," R$  116,60 ","0,00%","100,00%","0,00%",MTT,-1.155
23/02/2026,134903,Reis...,PIXPOKER,0,66,0," R$  66,00 ","0,00%","100,00%","0,00%",MTT,-559
23/02/2026,144010,DUK-DUK,PIXPOKER,0,102,0," R$  102,00 ","0,00%","100,00%","0,00%",MTT,-919
23/02/2026,130437,pedrin att,PIXPOKER,"22,22","2,9",0," R$  25,12 ","88,46%","11,54%","0,00%",NLH,-166
23/02/2026,158650,pix158650,PIXPOKER,0,0,"244,79"," R$  244,79 ","0,00%","0,00%","100,00%",PLO6,399
23/02/2026,147693,TC97,PIXPOKER,0,1,0," R$  1,00 ","0,00%","100,00%","0,00%",MTT,0
23/02/2026,154470,Batgirl,PIXPOKER,"2,55","13,65",0," R$  16,20 ","15,74%","84,26%","0,00%",MTT,-105
23/02/2026,157261,amv3ct,PIXPOKER,0,"2,4",0," R$  2,40 ","0,00%","100,00%","0,00%",MTT,-24
23/02/2026,138540,papinha,PIXPOKER,"0,09",0,"9,41"," R$  9,50 ","0,95%","0,00%","99,05%",PLO6,-34
23/02/2026,144766,Cigarrinho,PIXPOKER,0,0,"27,16"," R$  27,16 ","0,00%","0,00%","100,00%",PLO6,-90
23/02/2026,188526,Gabrielinstacall,PIXPOKER,0,0,"7,72"," R$  7,72 ","0,00%","0,00%","100,00%",PLO6,-62
23/02/2026,131387,JoaoCbmpa,PIXPOKER,"14,06",0,0," R$  14,06 ","100,00%","0,00%","0,00%",NLH,-82
23/02/2026,154323,igaojn07,PIXPOKER,"4,86",0,0," R$  4,86 ","100,00%","0,00%","0,00%",NLH,-20
23/02/2026,132360,Rmuuu,PIXPOKER,0,0,"102,26"," R$  102,26 ","0,00%","0,00%","100,00%",PLO6,-317
23/02/2026,101185,dual,PIXPOKER,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,101229,OffThekingdepower,PIXPOKER,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,107341,Luiz Carlos,PIXPOKER,0,0,"0,17"," R$  0,17 ","0,00%","0,00%","100,00%",PLO6,-4
23/02/2026,155242,Allon ?,PIXPOKER,"2,38","2,9",0," R$  5,28 ","45,08%","54,92%","0,00%",MTT,88
23/02/2026,160844,Willian Yabiku,PIXPOKER,0,"17,2",0," R$  17,20 ","0,00%","100,00%","0,00%",MTT,350
23/02/2026,168064,pix168064,PIXPOKER,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,138031,Tchipsss,PIXPOKER,0,"40,5",0," R$  40,50 ","0,00%","100,00%","0,00%",MTT,2.082
23/02/2026,155671,JJ 1940 JJ,PIXPOKER,0,0,"305,46"," R$  305,46 ","0,00%","0,00%","100,00%",PLO6,1.594
23/02/2026,147799,sabonete22,PIXPOKER,0,0,"50,56"," R$  50,56 ","0,00%","0,00%","100,00%",PLO6,-154
23/02/2026,153312,jack,PIXPOKER,0,1,"32,89"," R$  33,89 ","0,00%","2,95%","97,05%",PLO6,-200
23/02/2026,162136,pix162136,PIXPOKER,0,0,"252,97"," R$  252,97 ","0,00%","0,00%","100,00%",PLO6,-575
23/02/2026,159669,mainardi,PIXPOKER,"1,2",0,"161,64"," R$  162,84 ","0,74%","0,00%","99,26%",PLO6,-1.099
23/02/2026,155496,gildabahia,PIXPOKER,0,0,"41,47"," R$  41,47 ","0,00%","0,00%","100,00%",PLO6,-301
23/02/2026,170618,levy do maranguape,PIXPOKER,"0,82",0,"156,81"," R$  157,63 ","0,52%","0,00%","99,48%",PLO6,-209
23/02/2026,180358,AGRF,PIXPOKER,0,0,"10,72"," R$  10,72 ","0,00%","0,00%","100,00%",PLO6,-80
23/02/2026,159222,MC81,PIXPOKER,"0,71",0,"103,15"," R$  103,86 ","0,68%","0,00%","99,32%",PLO6,135
23/02/2026,122560,F3RRAD0,PIXPOKER,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,193397,PAGOUGANHOU,PIXPOKER,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,134522,ZEBEDEL,PIXPOKER,"2,04",0,"18,78"," R$  20,82 ","9,80%","0,00%","90,20%",PLO6,-80
23/02/2026,144694,$ doador $,PIXPOKER,"199,94",0,0," R$  199,94 ","100,00%","0,00%","0,00%",NLH,-253
23/02/2026,129343,LF7Nuts,PIXPOKER,0,0,"252,97"," R$  252,97 ","0,00%","0,00%","100,00%",PLO6,-1.901
23/02/2026,147553,ChicoCeza,PIXPOKER,0,0,"260,76"," R$  260,76 ","0,00%","0,00%","100,00%",PLO6,-1.155
23/02/2026,109250,????JC,PIXPOKER,"0,83",1,"128,54"," R$  130,37 ","0,64%","0,77%","98,60%",PLO6,-392
23/02/2026,170570,trato de aço,PIXPOKER,"1,7","5,3","273,32"," R$  280,32 ","0,61%","1,89%","97,50%",PLO6,271
23/02/2026,188494,Laele10x,PIXPOKER,0,0,"151,33"," R$  151,33 ","0,00%","0,00%","100,00%",PLO6,-707
23/02/2026,190078,pix190078,PIXPOKER,0,0,"11,47"," R$  11,47 ","0,00%","0,00%","100,00%",PLO6,-201
23/02/2026,159890,pix232346,PIXPOKER,"5,5",0,"2,7"," R$  8,20 ","67,07%","0,00%","32,93%",NLH,-77
23/02/2026,148116,joker ?,PIXPOKER,0,0,"378,3"," R$  378,30 ","0,00%","0,00%","100,00%",PLO6,-707
23/02/2026,170172,eduucoosta,PIXPOKER,"2,38",0,"31,19"," R$  33,57 ","7,09%","0,00%","92,91%",PLO6,-243
23/02/2026,190898,RD LOGÍSTICA,PIXPOKER,0,"1,3","51,48"," R$  52,78 ","0,00%","2,46%","97,54%",PLO6,-107
23/02/2026,112136,VML$??,PIXPOKER,"41,76",0,"2,31"," R$  44,07 ","94,76%","0,00%","5,24%",NLH,-33
23/02/2026,141288,g777,PIXPOKER,"1,63",0,"72,37"," R$  74,00 ","2,20%","0,00%","97,80%",PLO6,133
23/02/2026,156357,idiki,PIXPOKER,0,"0,5","21,16"," R$  21,66 ","0,00%","2,31%","97,69%",PLO6,-38
23/02/2026,113686,reidoallin,PIXPOKER,0,0,"9,94"," R$  9,94 ","0,00%","0,00%","100,00%",PLO6,-263
23/02/2026,127620,Railson123,PIXPOKER,"35,41",2,0," R$  37,41 ","94,65%","5,35%","0,00%",NLH,120
23/02/2026,145103,shazan,PIXPOKER,0,"34,35",0," R$  34,35 ","0,00%","100,00%","0,00%",MTT,-125
23/02/2026,133097,URACAN,PIXPOKER,"2,26",0,"61,67"," R$  63,93 ","3,54%","0,00%","96,46%",PLO6,-344
23/02/2026,100605,henrique,PIXPOKER,"15,16",0,"14,16"," R$  29,32 ","51,71%","0,00%","48,29%",NLH,-74
23/02/2026,121494,apicemotel01,PIXPOKER,0,0,"25,84"," R$  25,84 ","0,00%","0,00%","100,00%",PLO6,-100
23/02/2026,155269,ghhz97,PIXPOKER,0,"33,4",0," R$  33,40 ","0,00%","100,00%","0,00%",MTT,203
23/02/2026,124196,mjr.,PIXPOKER,"0,99",0,"16,89"," R$  17,88 ","5,54%","0,00%","94,46%",PLO6,-122
23/02/2026,158093,Diegote86,PIXPOKER,"26,86","1,2","0,1"," R$  28,16 ","95,38%","4,26%","0,36%",NLH,-31
23/02/2026,162893,Geladeira ?,PIXPOKER,"12,58","3,7","47,75"," R$  64,03 ","19,65%","5,78%","74,57%",PLO6,-443
23/02/2026,183808,pix183808,PIXPOKER,0,0,"937,85"," R$  937,85 ","0,00%","0,00%","100,00%",PLO6,4.005
23/02/2026,188835,Gincobilola,PIXPOKER,0,0,"14,78"," R$  14,78 ","0,00%","0,00%","100,00%",PLO6,-80
23/02/2026,193817,pix193817,PIXPOKER,0,0,"35,64"," R$  35,64 ","0,00%","0,00%","100,00%",PLO6,107
23/02/2026,120589,dr capistrano neto,PIXPOKER,0,4,0," R$  4,00 ","0,00%","100,00%","0,00%",MTT,-40
23/02/2026,138179,Nathan07,PIXPOKER,0,1,"20,08"," R$  21,08 ","0,00%","4,74%","95,26%",PLO6,-312
23/02/2026,100711,César silva,PIXPOKER,"1,8","3,5",0," R$  5,30 ","33,96%","66,04%","0,00%",MTT,-33
23/02/2026,157908,PIPAPAPARAPA,PIXPOKER,0,0,4," R$  4,00 ","0,00%","0,00%","100,00%",PLO6,-50
23/02/2026,146795,fish7777,PIXPOKER,0,1,0," R$  1,00 ","0,00%","100,00%","0,00%",MTT,-10
23/02/2026,117575,Let’s Go,PIXPOKER,0,"9,4",0," R$  9,40 ","0,00%","100,00%","0,00%",MTT,95
23/02/2026,167868,jusadelas_,PIXPOKER,"8,12","23,5",0," R$  31,62 ","25,68%","74,32%","0,00%",MTT,-202
23/02/2026,149617,MQ17,PIXPOKER,0,0,"1933,2"," R$  1.933,20 ","0,00%","0,00%","100,00%",PLO6,-4.472
23/02/2026,111233,khhk,PIXPOKER,0,0,"382,14"," R$  382,14 ","0,00%","0,00%","100,00%",PLO6,-280
23/02/2026,118627,ninjabranco,PIXPOKER,0,1,"13,22"," R$  14,22 ","0,00%","7,03%","92,97%",PLO6,-120
23/02/2026,149427,JJsparrow,PIXPOKER,0,0,"2,73"," R$  2,73 ","0,00%","0,00%","100,00%",PLO6,-37
23/02/2026,159308,canizo peixinho,PIXPOKER,0,0,"19,36"," R$  19,36 ","0,00%","0,00%","100,00%",PLO6,647
23/02/2026,193504,pix193504,PIXPOKER,0,0,"43,35"," R$  43,35 ","0,00%","0,00%","100,00%",PLO6,-450
23/02/2026,148134,pix148134,PIXPOKER,"13,39",0,0," R$  13,39 ","100,00%","0,00%","0,00%",NLH,-68
23/02/2026,187173,pix187173,PIXPOKER,"1,72","2,2","66,27"," R$  70,19 ","2,45%","3,13%","94,42%",PLO6,-144
23/02/2026,100410,pix100410,PIXPOKER,0,"3,5","5,69"," R$  9,19 ","0,00%","38,08%","61,92%",PLO6,161
23/02/2026,160174,botafoguense,PIXPOKER,"8,68",0,"5,95"," R$  14,63 ","59,33%","0,00%","40,67%",NLH,-151
23/02/2026,107241,Tibau,PIXPOKER,0,"10,5","94,25"," R$  104,75 ","0,00%","10,02%","89,98%",PLO6,-251
23/02/2026,119997,brunobfb,PIXPOKER,0,"1,3","84,48"," R$  85,78 ","0,00%","1,52%","98,48%",PLO6,-92
23/02/2026,173235,Iduclerc,PIXPOKER,0,"2,5",0," R$  2,50 ","0,00%","100,00%","0,00%",MTT,-25
23/02/2026,163358,Léo Monteiro,PIXPOKER,0,"37,2","3,3"," R$  40,50 ","0,00%","91,85%","8,15%",MTT,1.395
23/02/2026,184558,zebucetao,PIXPOKER,0,"13,8",0," R$  13,80 ","0,00%","100,00%","0,00%",MTT,-138
23/02/2026,159416,pix159416,PIXPOKER,0,0,"210,11"," R$  210,11 ","0,00%","0,00%","100,00%",PLO6,-650
23/02/2026,107423,Costa10,PIXPOKER,"271,65",0,0," R$  271,65 ","100,00%","0,00%","0,00%",NLH,-357
23/02/2026,175409,Neidebatis30,PIXPOKER,"27,26",0,0," R$  27,26 ","100,00%","0,00%","0,00%",NLH,-100
23/02/2026,184686,Ian_Bala,PIXPOKER,"13,31",0,0," R$  13,31 ","100,00%","0,00%","0,00%",NLH,-54
23/02/2026,188884,pix188884,PIXPOKER,"27,2",0,0," R$  27,20 ","100,00%","0,00%","0,00%",NLH,-57
23/02/2026,147305,bambu,PIXPOKER,"49,59",0,"0,62"," R$  50,21 ","98,77%","0,00%","1,23%",NLH,-40
23/02/2026,113444,brad33,PIXPOKER,0,1,0," R$  1,00 ","0,00%","100,00%","0,00%",MTT,-10
23/02/2026,155734,Unimix74,PIXPOKER,0,20,0," R$  20,00 ","0,00%","100,00%","0,00%",MTT,-200
23/02/2026,158730,RenAAnsa,PIXPOKER,0,10,0," R$  10,00 ","0,00%","100,00%","0,00%",MTT,-100
23/02/2026,160319,o coitado,PIXPOKER,"99,93","6,5","6,7"," R$  113,13 ","88,33%","5,75%","5,92%",NLH,78
23/02/2026,165646,pix165646,PIXPOKER,"95,04","0,7",0," R$  95,74 ","99,27%","0,73%","0,00%",NLH,-328
23/02/2026,137098,PMSC,PIXPOKER,0,7,"28,11"," R$  35,11 ","0,00%","19,94%","80,06%",PLO6,88
23/02/2026,161256,CARTMAN,PIXPOKER,0,0,"107,59"," R$  107,59 ","0,00%","0,00%","100,00%",PLO6,-38
23/02/2026,183252,joao baran,PIXPOKER,"16,37",0,"2,65"," R$  19,02 ","86,07%","0,00%","13,93%",NLH,-2
23/02/2026,100292,alanne dias,PIXPOKER,0,"6,5",0," R$  6,50 ","0,00%","100,00%","0,00%",MTT,-69
23/02/2026,117699,LULALA,PIXPOKER,0,0,"30,8"," R$  30,80 ","0,00%","0,00%","100,00%",PLO6,-57
23/02/2026,177526,XRafaBoassX,PIXPOKER,"0,95",0,"17,62"," R$  18,57 ","5,12%","0,00%","94,88%",PLO6,-131
23/02/2026,100134,devolvo-ja,PIXPOKER,0,0,"36,34"," R$  36,34 ","0,00%","0,00%","100,00%",PLO6,-900
23/02/2026,100438,fabian agra,PIXPOKER,"6,72",0,"7,53"," R$  14,25 ","47,16%","0,00%","52,84%",PLO6,-134
23/02/2026,100628,Skyline,PIXPOKER,0,"2,4","12,64"," R$  15,04 ","0,00%","15,96%","84,04%",PLO6,640
23/02/2026,193343,Chianca342,PIXPOKER,0,4,0," R$  4,00 ","0,00%","100,00%","0,00%",MTT,-40
23/02/2026,159826,pix159826,PIXPOKER,0,0,"14,16"," R$  14,16 ","0,00%","0,00%","100,00%",PLO6,-75
23/02/2026,157461,Hellen_?,PIXPOKER,0,"16,8",0," R$  16,80 ","0,00%","100,00%","0,00%",MTT,-36
23/02/2026,159832,Lzinn,PIXPOKER,"3,17",0,"2,94"," R$  6,11 ","51,88%","0,00%","48,12%",NLH,-50
23/02/2026,149847,tome bed,PIXPOKER,0,1,"104,27"," R$  105,27 ","0,00%","0,95%","99,05%",PLO6,115
23/02/2026,193549,pix193549,PIXPOKER,0,0,"252,84"," R$  252,84 ","0,00%","0,00%","100,00%",PLO6,-1.661
23/02/2026,193603,ahladrao,PIXPOKER,"91,81",0,"147,16"," R$  238,97 ","38,42%","0,00%","61,58%",PLO6,242
23/02/2026,152555,BossRico,PIXPOKER,0,0,"19,51"," R$  19,51 ","0,00%","0,00%","100,00%",PLO6,-129
23/02/2026,183964,zicoo,PIXPOKER,"2,1",0,"15,53"," R$  17,63 ","11,91%","0,00%","88,09%",PLO6,0
23/02/2026,116936,clenilson,PIXPOKER,"1,9",0,"2,61"," R$  4,51 ","42,13%","0,00%","57,87%",PLO6,-30
23/02/2026,169232,bumbum guloso,PIXPOKER,"6,21",0,"80,58"," R$  86,79 ","7,16%","0,00%","92,84%",PLO6,-340
23/02/2026,132763,129131,PIXPOKER,0,0,"45,95"," R$  45,95 ","0,00%","0,00%","100,00%",PLO6,-410
23/02/2026,136730,Pabin do gasolina,PIXPOKER,0,0,"892,86"," R$  892,86 ","0,00%","0,00%","100,00%",PLO6,203
23/02/2026,149559,Tata é  Fota,PIXPOKER,0,40,"59,52"," R$  99,52 ","0,00%","40,19%","59,81%",PLO6,-666
23/02/2026,139481,nostradamus2000,PIXPOKER,0,"3,5","7,12"," R$  10,62 ","0,00%","32,96%","67,04%",PLO6,-130
23/02/2026,109291,shampooo,PIXPOKER,0,1,0," R$  1,00 ","0,00%","100,00%","0,00%",MTT,-10
23/02/2026,100384,AAgoniado,PIXPOKER,0,0,"29,19"," R$  29,19 ","0,00%","0,00%","100,00%",PLO6,-163
23/02/2026,100869,pix100869,PIXPOKER,0,0,"105,24"," R$  105,24 ","0,00%","0,00%","100,00%",PLO6,-240
23/02/2026,140135,lukinhas05,PIXPOKER,0,0,"26,44"," R$  26,44 ","0,00%","0,00%","100,00%",PLO6,-147
23/02/2026,157729,Breno Mel ?,PIXPOKER,0,0,"84,32"," R$  84,32 ","0,00%","0,00%","100,00%",PLO6,392
23/02/2026,193221,AltoVuelo,PIXPOKER,0,0,"17,77"," R$  17,77 ","0,00%","0,00%","100,00%",PLO6,-98
23/02/2026,155505,Danilo ??,PIXPOKER,"2,04",0,0," R$  2,04 ","100,00%","0,00%","0,00%",NLH,27
23/02/2026,156091,aborto,PIXPOKER,0,5,0," R$  5,00 ","0,00%","100,00%","0,00%",MTT,-50
23/02/2026,192408,hen1,PIXPOKER,0,17,0," R$  17,00 ","0,00%","100,00%","0,00%",MTT,-170
23/02/2026,177028,pix177028,PIXPOKER,"2,93",0,0," R$  2,93 ","100,00%","0,00%","0,00%",NLH,-32
23/02/2026,141518,benito772,PIXPOKER,0,0,"32,63"," R$  32,63 ","0,00%","0,00%","100,00%",PLO6,-45
23/02/2026,148140,Starred?,PIXPOKER,"1,97",0,"2,96"," R$  4,93 ","39,96%","0,00%","60,04%",PLO6,-32
23/02/2026,152826,pix152826,PIXPOKER,0,0,"34,55"," R$  34,55 ","0,00%","0,00%","100,00%",PLO6,-301
23/02/2026,156977,Boyitu,PIXPOKER,0,0,"2,73"," R$  2,73 ","0,00%","0,00%","100,00%",PLO6,-40
23/02/2026,107805,chuck62,PIXPOKER,0,1,0," R$  1,00 ","0,00%","100,00%","0,00%",MTT,-10
23/02/2026,113267,BalaBala,PIXPOKER,0,0,"1,36"," R$  1,36 ","0,00%","0,00%","100,00%",PLO6,-11
23/02/2026,144329,guga02,PIXPOKER,"19,75",0,0," R$  19,75 ","100,00%","0,00%","0,00%",NLH,60
23/02/2026,115245,zicadoo,PIXPOKER,0,0,"29,02"," R$  29,02 ","0,00%","0,00%","100,00%",PLO6,-199
23/02/2026,157170,Tudoodepai,PIXPOKER,0,0,"8,68"," R$  8,68 ","0,00%","0,00%","100,00%",PLO6,-70
23/02/2026,100488,pix100488,PIXPOKER,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,105339,Xiduzera,PIXPOKER,0,"0,2",0," R$  0,20 ","0,00%","100,00%","0,00%",MTT,2
23/02/2026,101128,bateu,PIXPOKER,0,"20,5",0," R$  20,50 ","0,00%","100,00%","0,00%",MTT,57
23/02/2026,102699,Pryktonita,PIXPOKER,0,3,"7,99"," R$  10,99 ","0,00%","27,30%","72,70%",PLO6,-58
23/02/2026,119970,X2KK,PIXPOKER,0,"3,6","22,74"," R$  26,34 ","0,00%","13,67%","86,33%",PLO6,-74
23/02/2026,123726,derickGuardia94,PIXPOKER,0,"1,4","5,96"," R$  7,36 ","0,00%","19,02%","80,98%",PLO6,-40
23/02/2026,150113,????,PIXPOKER,0,0,"0,76"," R$  0,76 ","0,00%","0,00%","100,00%",PLO6,-10
23/02/2026,158143,tudo35,PIXPOKER,"9,5",0,"16,74"," R$  26,24 ","36,20%","0,00%","63,80%",PLO6,20
23/02/2026,105853,toblefando,PIXPOKER,0,0,"76,69"," R$  76,69 ","0,00%","0,00%","100,00%",PLO6,-260
23/02/2026,158098,trem bala?,PIXPOKER,"28,31",0,"4,05"," R$  32,36 ","87,48%","0,00%","12,52%",NLH,-50
23/02/2026,127748,pytter.parke,PIXPOKER,0,0,"0,84"," R$  0,84 ","0,00%","0,00%","100,00%",PLO6,-27
23/02/2026,116975,bora bora,PIXPOKER,0,0,"471,63"," R$  471,63 ","0,00%","0,00%","100,00%",PLO6,-705
23/02/2026,143087,boteneu,PIXPOKER,0,0,"4,89"," R$  4,89 ","0,00%","0,00%","100,00%",PLO6,57
23/02/2026,145974,Matheusinho,PIXPOKER,0,0,"23,47"," R$  23,47 ","0,00%","0,00%","100,00%",PLO6,-161
23/02/2026,171361,CATDEALER,PIXPOKER,0,"11,6",0," R$  11,60 ","0,00%","100,00%","0,00%",MTT,-140
23/02/2026,166286,kk nuts,PIXPOKER,0,"120,5",0," R$  120,50 ","0,00%","100,00%","0,00%",MTT,-532
23/02/2026,133995,capitaoxrm,PIXPOKER,0,"1,5",0," R$  1,50 ","0,00%","100,00%","0,00%",MTT,-15
23/02/2026,112533,xLove,PIXPOKER,0,0,"9,09"," R$  9,09 ","0,00%","0,00%","100,00%",PLO6,-25
23/02/2026,179590,lucas082,PIXPOKER,"0,25",0,"6,93"," R$  7,18 ","3,48%","0,00%","96,52%",PLO6,-35
23/02/2026,151996,fumo na 09,PIXPOKER,0,0,"247,3"," R$  247,30 ","0,00%","0,00%","100,00%",PLO6,-799
23/02/2026,162905,picanele,PIXPOKER,"1,11",0,23," R$  24,11 ","4,60%","0,00%","95,40%",PLO6,-229
23/02/2026,135262,F3lp1s,PIXPOKER,0,0,"7,01"," R$  7,01 ","0,00%","0,00%","100,00%",PLO6,-81
23/02/2026,193228,pietro,PIXPOKER,"12,41",0,0," R$  12,41 ","100,00%","0,00%","0,00%",NLH,-108
23/02/2026,112271,BrunoSO,PIXPOKER,0,0,"13,92"," R$  13,92 ","0,00%","0,00%","100,00%",PLO6,-100
23/02/2026,165675,advdopovo,PIXPOKER,"5,94",0,0," R$  5,94 ","100,00%","0,00%","0,00%",NLH,-50
23/02/2026,155199,crocodilo ?,PIXPOKER,0,10,0," R$  10,00 ","0,00%","100,00%","0,00%",MTT,-100
23/02/2026,154738,destruidor,PIXPOKER,0,0,"29,54"," R$  29,54 ","0,00%","0,00%","100,00%",PLO6,-210
23/02/2026,133682,Disney,PIXPOKER,0,0,"9,89"," R$  9,89 ","0,00%","0,00%","100,00%",PLO6,-75
23/02/2026,129186,ANTI PT,PIXPOKER,0,0,0, R$  -   ,,,,NLH,1
23/02/2026,106200,marcilioneto,PIXPOKER,0,0,"1,52"," R$  1,52 ","0,00%","0,00%","100,00%",PLO6,-30
23/02/2026,143363,baleado,PIXPOKER,0,0,"16,12"," R$  16,12 ","0,00%","0,00%","100,00%",PLO6,-100
23/02/2026,149503,OlhoQtudoVê,PIXPOKER,"3,38",0,"14,61"," R$  17,99 ","18,79%","0,00%","81,21%",PLO6,-100
23/02/2026,183420,jheniffer,PIXPOKER,0,"5,8","8,88"," R$  14,68 ","0,00%","39,51%","60,49%",PLO6,-164
23/02/2026,138264,PairOfThe9,PIXPOKER,"0,51",0,"1,02"," R$  1,53 ","33,33%","0,00%","66,67%",PLO6,-15
23/02/2026,134163,cassio,PIXPOKER,0,0,"5,11"," R$  5,11 ","0,00%","0,00%","100,00%",PLO6,-62
23/02/2026,157420,Gaamoraa,PIXPOKER,0,"0,7",0," R$  0,70 ","0,00%","100,00%","0,00%",MTT,-7
23/02/2026,149244,vem bambo não,PIXPOKER,0,0,"1,38"," R$  1,38 ","0,00%","0,00%","100,00%",PLO6,-20
23/02/2026,100323,Foresths,PIXPOKER,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,100523,Tranquilino,PIXPOKER,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,100576,Vitornspb,PIXPOKER,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,101186,pix101186,PIXPOKER,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,109714,Rjv7997,PIXPOKER,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,158531,well99,PIXPOKER,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,175211,PSherman,PIXPOKER,0,6,0," R$  6,00 ","0,00%","100,00%","0,00%",MTT,-60
23/02/2026,136607,NiKa,PIXPOKER,0,"8,8",0," R$  8,80 ","0,00%","100,00%","0,00%",MTT,-88
23/02/2026,108544,Zé Cambalhota,PIXPOKER,0,60,0," R$  60,00 ","0,00%","100,00%","0,00%",MTT,-600
23/02/2026,100415,CarcaraPoker,PIXPOKER,0,8,0," R$  8,00 ","0,00%","100,00%","0,00%",MTT,0
23/02/2026,101227,MJ0906,PIXPOKER,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,102486,IaninhAA,AF - DAYVISSOM,0,"64,3","178,32"," R$  242,62 ","0,00%","26,50%","73,50%",PLO6,-889
23/02/2026,100508,luizinhodoido,AF - DAYVISSOM,0,"4,5","298,12"," R$  302,62 ","0,00%","1,49%","98,51%",PLO6,-532
23/02/2026,100896,Manjuba,AF - DAYVISSOM,"426,42",0,0," R$  426,42 ","100,00%","0,00%","0,00%",NLH,695
23/02/2026,183209,pix183209,AF - DAYVISSOM,0,0,51," R$  51,00 ","0,00%","0,00%","100,00%",PLO6,-245
23/02/2026,100435,pix100435,AF - DAYVISSOM,0,7,"713,81"," R$  720,81 ","0,00%","0,97%","99,03%",PLO6,395
23/02/2026,170065,MacielBet,AF - DAYVISSOM,0,"12,6","155,77"," R$  168,37 ","0,00%","7,48%","92,52%",PLO6,291
23/02/2026,104604,cleyton,AF - DAYVISSOM,"8,34","1,5","0,93"," R$  10,77 ","77,44%","13,93%","8,64%",NLH,-70
23/02/2026,100624,Reybingo,AF - DAYVISSOM,0,"257,6",0," R$  257,60 ","0,00%","100,00%","0,00%",MTT,1.383
23/02/2026,165655,pix165655,AF - DAYVISSOM,"3,48",0,"7,57"," R$  11,05 ","31,49%","0,00%","68,51%",PLO6,-60
23/02/2026,151434,J H P,AF - DAYVISSOM,0,0,"0,21"," R$  0,21 ","0,00%","0,00%","100,00%",PLO6,-4
23/02/2026,109128,tomeeei,AF - RAFAEL MENEZES,0,"101,3","75,35"," R$  176,65 ","0,00%","57,35%","42,65%",MTT,-730
23/02/2026,151221,indomável,AF - RAFAEL MENEZES,0,"11,4",0," R$  11,40 ","0,00%","100,00%","0,00%",MTT,-100
23/02/2026,151458,*XXX*,AF - RAFAEL MENEZES,0,"14,2",0," R$  14,20 ","0,00%","100,00%","0,00%",MTT,298
